,treatment
3017,0
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,0
3031,1
3032,0
3033,1
3034,1
3035,0
3036,0
3037,1
3038,1
3039,0
3040,1
3041,1
3042,1
3043,0
3044,1
3045,1
3046,0
3047,1
3048,1
3049,1
3050,1
3051,0
3052,1
3053,1
3054,0
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3066,1
3067,1
3068,0
3069,1
3070,0
3071,1
3072,0
3073,1
3074,1
3075,1
3076,1
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3084,0
3085,1
3086,1
3087,1
3088,1
3089,0
3090,1
3091,1
3092,1
3093,0
3094,1
3095,1
3096,0
3097,0
3098,1
3099,1
3100,0
3101,1
3102,1
3103,0
3104,1
3105,0
3106,1
3107,0
3108,1
3109,1
3110,1
3112,1
3113,1
3114,0
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,0
3123,1
3124,0
3125,0
3126,1
3127,1
3128,1
3129,1
3130,1
3131,0
3132,1
3133,1
3134,0
3135,0
3136,0
3137,1
3138,1
3139,1
3140,1
3141,0
3142,1
3143,1
3144,0
3145,1
3146,1
3147,0
3148,1
3149,1
3150,0
3151,1
3152,1
3153,1
3154,1
3155,0
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,1
3165,1
3166,1
3167,0
3168,1
3169,1
3170,1
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,0
3178,1
3179,1
3180,1
3181,1
3182,1
3183,0
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,0
3202,1
3203,1
3204,1
3205,1
3206,0
3207,1
3208,1
3209,1
3210,0
3211,1
3212,1
3213,0
3214,1
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,0
3222,0
3223,1
3224,1
3225,0
3226,0
3227,1
3228,0
3229,1
3230,0
3231,1
3232,0
3233,0
3234,0
3235,1
3236,0
3237,1
3238,0
3239,1
3240,1
3241,0
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,1
3266,0
3267,1
3268,1
3269,1
3270,0
3271,1
3272,1
3273,0
3274,1
3275,0
3276,0
3277,1
3278,1
3279,1
3280,1
3281,1
3282,0
3283,0
3284,1
3285,1
3286,0
3287,1
3288,0
3289,0
3290,0
3291,1
3292,1
3293,0
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3306,0
3307,0
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,0
3318,0
3319,1
3320,1
3321,1
3322,1
3323,0
3324,0
3325,1
3326,1
3327,0
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,0
3339,1
3340,1
3341,1
3342,1
3343,1
3344,0
3345,1
3346,0
3347,1
3348,1
3349,1
3350,0
3351,0
3352,1
3353,0
3354,1
3355,1
3356,0
3357,1
3358,1
3359,0
3360,1
3361,0
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,0
3372,1
3373,0
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,0
3383,0
3384,1
3385,0
3386,1
3387,1
3388,1
3389,1
3390,1
3391,0
3392,1
3393,1
3394,0
3395,1
3396,1
3397,1
3398,1
3399,0
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,0
3407,1
3408,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,0
3416,0
3417,1
3418,0
3419,0
3420,1
3421,1
3422,1
3423,0
3424,1
3425,1
3426,0
3427,0
3428,1
3429,1
3430,1
3431,0
3432,0
3433,1
3434,0
3435,0
3436,0
3437,1
3438,1
3439,1
3440,1
3441,1
3442,0
3443,1
3444,1
3445,1
3446,1
3447,1
3448,0
3449,1
3450,1
3451,1
3452,1
3453,0
3454,0
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,0
3462,0
3463,1
3464,1
3465,1
3466,1
3467,0
3468,0
3469,1
3470,1
3471,1
3472,1
3473,0
3474,1
3475,0
3476,1
3477,1
3478,0
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,0
3487,0
3488,1
3489,0
3490,1
3491,0
3492,1
3493,0
3494,1
3495,0
3496,1
3497,1
3498,1
3499,1
3500,1
3501,0
3502,1
3503,1
3504,0
3505,1
3506,0
3507,0
3508,0
3509,0
3510,1
3511,0
3512,1
3513,0
3514,0
3515,1
3516,0
3517,1
3518,1
3519,0
3520,1
3521,1
3522,0
3523,0
3524,1
3525,1
3526,1
3527,1
3528,0
3529,1
3530,1
3531,1
3532,0
3533,1
3534,1
3535,1
3536,1
3537,1
3538,0
3539,1
3540,0
3541,0
3542,1
3543,1
3544,0
3545,1
3546,1
3547,0
3548,1
3549,1
3550,1
3551,1
3552,0
3553,0
3554,1
3555,0
3556,1
3557,0
3558,0
3559,1
3560,0
3561,0
3562,1
3563,1
3564,1
3565,0
3566,1
3567,1
3568,1
3569,1
3570,0
3571,1
3572,0
3573,0
3574,1
3575,1
3576,0
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,0
3585,1
3586,1
3587,0
3588,0
3589,1
3590,0
3591,1
3592,0
3593,1
3594,0
3595,0
3596,0
3597,1
3598,1
3599,1
3600,0
3601,0
3602,0
3603,0
3604,0
3605,1
3606,1
3607,1
3608,1
3609,1
3610,0
3611,1
3612,0
3613,1
3614,0
3615,1
3616,0
3617,1
3618,1
3619,1
3620,0
3621,0
3622,0
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,0
3632,0
3633,1
3634,1
3635,1
3636,1
3637,1
3638,1
3639,0
3640,1
3641,1
3642,1
3643,1
3644,1
3645,0
3646,0
3647,1
3648,1
3649,0
3650,1
3651,1
3652,0
3653,0
3654,1
3655,0
3656,1
3657,1
3658,0
3659,1
3660,0
3661,0
3662,0
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,0
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,0
3679,1
3680,1
3681,1
3682,0
3683,1
3684,1
3685,1
3686,1
3687,0
3688,0
3689,0
3690,1
3695,0
3696,1
3697,1
3698,0
3699,0
3700,1
3701,1
3702,0
3703,1
3704,1
3705,1
3706,0
3707,1
3708,1
3709,1
3710,1
3711,0
3712,0
3713,1
3714,1
3715,1
3716,0
3717,1
3718,0
3719,0
3720,0
3721,1
3722,1
3723,1
3724,0
3725,1
3726,0
3727,0
3728,1
3729,0
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,0
3738,0
3739,0
3740,1
3741,0
3742,0
3743,1
3744,1
3745,0
3746,0
3747,1
3748,0
3749,1
3750,0
3751,1
3752,1
3753,1
3754,0
3755,1
3756,1
3757,1
3758,1
3759,0
3760,0
3761,0
3762,1
3763,0
3764,1
3765,1
3766,0
3767,0
3768,0
3769,0
3770,1
3771,1
3772,0
3773,0
3774,1
3775,1
3776,0
3777,0
3778,0
3779,1
3780,1
3781,1
3782,1
3783,0
3784,0
3785,1
3786,1
3787,1
3788,0
3789,0
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,0
3798,1
3799,0
3800,1
3801,0
3802,1
3803,1
3804,0
3805,1
3806,1
3807,1
3808,1
3809,1
3810,0
3811,0
3812,0
3813,1
3814,1
3815,0
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,0
3825,1
3826,0
3827,0
3828,0
3829,1
3830,0
3831,1
3832,1
3833,0
3834,0
3835,0
3836,0
3837,1
3838,1
3839,0
3840,1
3841,0
3842,0
3843,0
3844,0
3845,1
3846,0
3847,1
3848,1
3849,1
3850,1
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,1
3859,0
3860,1
3861,1
3862,1
3863,1
3864,0
3865,1
3866,1
3867,1
3868,0
3869,0
3870,0
3871,0
3872,1
3873,1
3874,1
3875,1
3876,0
3877,1
3878,1
3879,0
3880,0
3881,1
3882,0
3883,1
3884,1
3885,0
3886,1
3887,1
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,0
3901,0
3902,0
3903,1
3904,1
3905,0
3906,0
3907,0
3908,1
3909,1
3910,0
3911,0
3912,0
3913,0
3914,0
3915,1
3916,0
3917,0
3918,0
3919,1
3920,0
3921,1
3922,1
3923,0
3924,0
3925,0
3926,0
3927,1
3928,1
3929,0
3930,0
3931,0
3932,1
3933,0
3934,0
3935,1
3936,0
3937,1
3938,1
3939,1
3940,0
3941,1
3942,0
3943,0
3944,0
3945,1
3946,0
3947,0
3948,1
3949,1
3950,0
3951,0
3952,1
3953,0
3954,1
3955,1
3956,1
3957,0
3958,1
3959,1
3960,1
3961,1
3962,1
3963,0
3964,1
3965,1
3966,1
3967,0
3968,1
3969,0
3970,0
3971,0
3972,1
3973,1
3974,1
3975,0
3976,0
3977,1
3978,1
3979,1
3980,1
3981,0
3982,1
3983,0
3984,1
3985,1
3986,1
3987,1
3988,1
3989,0
3990,1
3991,0
3992,1
3993,1
3994,1
3995,1
3996,0
3997,0
3998,0
3999,1
4000,0
4001,1
4002,1
4003,1
4004,1
4005,1
4006,0
4007,1
4008,1
4009,1
4010,1
4011,0
4012,1
4013,1
4014,0
4015,1
4016,1
4017,0
4018,1
4019,1
4020,0
4021,1
4022,1
4023,0
4024,1
4025,1
4026,1
4027,1
4028,0
4029,1
4030,1
4031,1
4032,1
4033,0
4034,0
4035,1
4036,1
4037,1
4038,0
4039,1
4040,1
4041,0
4042,1
4043,0
4044,1
4045,1
4046,0
4047,0
4048,0
4049,0
4050,1
4051,1
4052,0
4053,1
4054,1
4055,1
4056,0
4057,0
4058,1
4059,1
4060,1
4061,0
4062,0
4063,0
4064,1
4065,1
4066,0
4067,1
4068,0
4069,1
4070,1
4071,1
4072,1
4073,1
4074,0
4075,0
4076,1
4077,1
4078,0
4079,1
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,0
4088,1
4089,0
4090,1
4091,1
4092,1
4093,1
4094,0
4095,0
4096,1
4097,1
4098,0
4099,0
4100,0
4101,0
4102,0
4103,1
4104,0
4105,1
4106,0
4107,1
4108,0
4109,1
4110,0
4111,0
4112,0
4113,0
4114,1
4115,0
4116,0
4117,0
4118,0
4119,1
4120,0
4121,0
4122,1
4123,1
4124,0
4125,1
4126,1
4127,1
4128,1
4129,0
4130,0
4131,1
4132,1
4133,1
4134,0
4135,1
4136,1
4137,1
4138,1
4139,0
4140,1
4141,1
4142,0
4143,0
4144,0
4145,0
4146,0
4147,1
4148,1
4149,0
4150,1
4151,0
4152,1
4153,0
4154,0
4155,1
4156,0
4157,1
4158,1
4159,0
4160,1
4161,0
4162,0
4163,1
4164,0
4165,0
4166,0
4167,1
4168,1
4169,1
4170,0
4171,1
4172,1
4173,0
4174,1
4175,0
4176,1
4177,1
4178,1
4179,1
4180,0
4181,0
4182,1
4183,0
4184,0
4185,0
4186,1
4187,0
4188,0
4189,1
4190,1
4191,1
4192,0
4193,0
4194,0
4195,1
4196,1
4197,0
4198,0
4199,0
4200,0
4201,1
4202,0
4203,0
4204,0
4205,1
4206,1
4207,0
4208,1
4209,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,0
4216,1
4217,0
4218,1
4219,0
4220,0
4221,1
4222,0
4223,0
4224,1
4225,1
4226,1
4227,0
4228,0
4229,0
4230,0
4231,1
4232,1
4233,0
4234,1
4235,0
4236,1
4237,1
4238,0
4239,0
4240,1
4241,0
4242,1
4243,0
4244,1
4245,1
4246,1
4247,0
4248,1
4249,0
4250,0
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,0
4260,0
4261,1
4262,1
4263,1
4264,0
4265,0
4266,0
4267,1
4268,1
4269,0
4270,1
4271,1
4272,1
4273,0
4274,0
4275,1
4276,0
4277,0
4278,1
4279,0
4280,1
4281,1
4282,0
4283,1
4284,1
4285,1
4286,1
4287,1
4288,0
4289,0
4290,1
4291,1
4292,1
4293,0
4294,0
4295,1
4296,0
4297,0
4298,0
4299,1
4300,1
4301,1
4302,1
4303,0
4304,1
4305,1
4306,0
4307,1
4308,0
4309,1
4310,1
4311,1
4312,0
4313,1
4314,1
4315,0
4316,1
4317,1
4318,1
4319,1
4320,1
4321,1
4322,1
4323,0
4324,1
4325,0
4326,0
4327,1
4328,1
4329,0
4330,1
4331,0
4332,1
4333,1
4334,1
4335,1
4336,0
4337,1
4338,0
4339,1
4340,1
4341,1
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,1
4350,0
4351,1
4352,1
4353,1
4354,1
4355,1
4356,1
4357,1
4358,0
4359,1
4360,0
4361,1
4362,0
4363,1
4364,0
4365,1
4366,0
4367,1
4368,0
4369,0
4370,0
4371,1
4372,1
4373,1
4374,0
4375,1
4376,0
4377,1
4378,1
4379,1
4380,1
4381,0
4382,1
4383,1
4384,1
4385,0
4386,1
4387,0
4388,1
4389,1
4390,1
4391,0
4392,1
4393,1
4394,1
4395,1
4396,1
4397,0
4398,1
4399,1
4400,1
4401,0
4402,1
4403,1
4404,1
4405,0
4406,0
4407,0
4408,1
4409,0
4410,0
4411,1
4412,0
4413,1
4414,1
4415,1
4416,0
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,1
4425,0
4426,1
4427,1
4428,1
4429,1
4430,0
4431,1
4432,0
4433,1
4434,1
4435,0
4436,0
4437,1
4438,0
4439,0
4440,1
4441,1
4442,1
4443,1
4444,1
4445,0
4446,1
4447,1
4448,1
4449,0
4450,1
4451,0
4452,0
4453,0
4454,1
4455,1
4456,1
4457,1
4458,0
4459,1
4460,1
4461,0
4462,1
4463,0
4464,0
4465,1
4466,1
4467,1
4468,0
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,1
4477,0
4478,0
4479,1
4480,1
4481,1
4482,1
4483,0
4484,1
4485,0
4486,1
4487,1
4488,0
4489,0
4490,0
4491,0
4492,1
4493,1
4494,0
4495,1
4496,0
4497,0
4498,1
4499,1
4500,1
4501,0
4502,1
4503,0
4504,1
4505,1
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,0
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,0
4521,1
4522,0
4523,0
4524,1
4525,1
4526,1
4527,1
4528,0
4529,1
4530,0
4531,0
4532,0
4533,1
4534,1
4535,1
4536,1
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,0
4549,1
4550,1
4551,1
4552,0
4553,1
4554,0
4555,1
4556,1
4557,0
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4566,1
4567,1
4568,0
4569,0
4570,1
4571,1
4572,0
4573,1
4574,0
4575,1
4576,1
4577,0
4578,0
4579,1
4580,0
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,0
4590,1
4591,0
4592,0
4593,0
4594,0
4595,1
4596,0
4597,0
4598,0
4599,1
4600,1
4601,1
4602,0
4603,1
4604,1
4605,0
4606,1
4607,0
4608,1
4609,0
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,0
4617,1
4618,1
4619,1
4620,0
4621,1
4622,0
4623,1
4624,1
4625,1
4626,1
4627,1
4628,0
4629,1
4630,1
4631,1
4632,0
4633,1
4634,1
4635,1
4636,0
4637,0
4638,0
4639,1
4640,1
4641,1
4642,0
4643,0
4644,1
4645,0
4646,1
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,1
4654,1
4655,1
4656,0
4657,0
4658,1
4659,0
4660,1
4661,0
4662,1
4663,0
4664,1
4665,0
4666,0
4667,1
4668,0
4669,1
4670,1
4671,1
4672,1
4673,1
4674,1
4675,0
4676,1
4677,1
4678,1
4679,0
4680,0
4681,0
4682,1
4683,0
4684,0
4685,1
4686,0
4687,1
4688,1
4689,0
4690,1
4691,0
4692,1
4693,0
4694,1
4695,1
4696,0
4697,0
4698,1
4699,0
4700,1
4701,1
4702,0
4703,1
4704,0
4705,1
4706,0
4707,1
4708,1
4709,0
4710,0
4711,1
4712,0
4713,1
4714,0
4715,1
4716,0
4717,1
4718,0
4719,1
4720,1
4721,1
4722,1
4723,1
4724,1
4725,0
4726,0
4727,1
4728,0
4729,0
4730,0
4731,0
4732,0
4733,1
4734,0
4735,0
4736,0
4737,0
4738,1
4739,0
4740,0
4741,1
4742,0
4743,1
4744,0
4745,0
4746,0
4747,1
4748,1
4749,1
4750,0
4751,0
4752,1
4753,0
4754,0
4755,1
4756,0
4757,1
4758,0
4759,1
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,1
4767,1
4768,1
4769,0
4770,0
4771,0
4772,0
4773,1
4774,1
4775,1
4776,0
4777,1
4778,1
4779,1
4780,0
4781,1
4782,0
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,0
4791,1
4792,1
4793,1
4794,0
4795,1
4796,1
4797,1
4798,0
4799,1
4800,1
4801,0
4802,0
4803,1
4804,1
4805,1
4806,0
4807,0
4808,1
4809,1
4810,1
4811,1
4812,1
4813,1
4814,0
4815,0
4816,1
4817,1
4818,0
4819,1
4820,0
4821,1
4822,0
4823,1
4824,1
4825,0
4826,1
4827,0
4828,0
4829,1
4830,1
4831,1
4832,0
4833,1
4834,1
4835,0
4836,1
4837,0
4838,1
4839,1
4840,1
4841,1
4842,1
4843,0
4844,1
4845,1
4846,1
4847,0
4848,1
4849,0
4850,0
4851,0
4852,1
4853,0
4854,0
4855,1
4856,1
4857,1
4858,0
4859,1
4860,0
4861,0
4862,0
4863,0
4864,0
4865,1
4866,0
4867,1
4868,1
4869,1
4870,0
4871,1
4872,1
4873,0
4874,1
4875,0
4876,0
4877,0
4878,0
4879,1
4880,1
4881,0
4882,1
4883,1
4884,1
4885,1
4886,1
4887,0
4888,1
4889,1
4890,1
4891,1
4892,0
4893,1
4894,0
4895,1
4896,1
4897,0
4898,0
4899,1
4900,1
4901,0
4902,1
4903,0
4904,1
4905,1
4906,1
4907,1
4908,1
4909,0
4910,0
4911,1
4912,0
4913,0
4914,0
4915,0
4916,1
4917,1
4918,1
4919,0
4920,1
4921,1
4922,0
4923,1
4924,1
4925,0
4926,1
4927,0
4928,1
4929,0
4930,1
4931,1
4932,1
4933,1
4934,1
4935,0
4936,1
4937,0
4938,1
4939,0
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,0
4947,0
4948,1
4949,0
4950,1
4951,0
4952,0
4953,0
4954,1
4955,1
4956,1
4957,0
4958,1
4959,0
4960,0
4961,0
4962,1
4963,0
4964,1
4965,1
4966,1
4967,1
4968,1
4969,0
4970,0
4971,1
4972,1
4973,0
4974,1
4975,0
4976,0
4977,0
4978,0
4979,0
4980,1
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,1
4988,0
4989,1
4990,1
4991,0
4992,1
4993,0
4994,0
4995,0
4996,1
4997,0
4998,0
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,0
5007,1
5008,1
5009,0
5010,1
5011,1
5012,1
5013,0
5014,1
5015,1
5016,0
5017,1
5018,1
5019,0
5020,0
5021,0
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,0
5032,1
5033,0
5034,0
5035,0
5036,1
5037,0
5038,1
5039,1
5040,0
5041,1
5042,1
5043,1
5044,0
5045,0
5046,0
5047,1
5048,0
5049,1
5050,1
5051,1
5052,0
5053,1
5054,0
5055,0
5056,1
5057,0
5058,0
5059,1
5060,1
5061,0
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,0
5069,0
5070,0
5071,0
5072,1
5073,0
5074,1
5075,0
5076,1
5077,1
5078,1
5079,1
5080,0
5081,1
5082,0
5083,1
5084,0
5085,1
5086,0
5087,1
5088,1
5089,0
5090,0
5091,1
5092,1
5093,1
5094,1
5095,1
5096,1
5097,0
5098,1
5099,1
5100,1
5101,1
5102,1
5103,1
5104,1
5105,0
5106,1
5107,1
5108,0
5109,0
5110,1
5111,1
5112,0
5113,1
5114,1
5115,0
5116,0
5117,0
5118,0
5119,0
5120,1
5121,1
5122,1
5123,1
5124,1
5125,0
5126,1
5127,0
5128,1
5129,1
5130,0
5131,1
5132,0
5133,1
5134,0
5135,1
5136,1
5137,0
5138,0
5139,1
5140,1
5141,1
5142,1
5143,0
5144,1
5145,1
5146,1
5147,1
5148,1
5149,0
5150,0
5151,1
5152,1
5153,1
5154,0
5155,0
5156,1
5157,0
5158,1
5159,1
5160,0
5161,1
5162,1
5163,0
5164,1
5165,1
5166,0
5167,1
5168,1
5169,0
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5178,1
5179,1
5180,0
5181,1
5182,0
5183,0
5184,1
5185,0
5186,1
5187,0
5188,1
5189,1
5190,1
5191,0
5192,0
5193,0
5194,0
5195,1
5196,0
5197,1
5198,0
5199,1
5200,1
5201,0
5202,1
5203,0
5204,0
5205,1
5206,1
5207,0
5208,0
5209,1
5210,1
5211,1
5212,0
5213,0
5214,0
5215,1
5216,0
5217,0
5218,0
5219,1
5220,1
5221,1
5222,1
5223,1
5224,0
5225,0
5226,0
5227,0
5228,1
5229,0
5230,1
5231,1
5232,1
5233,0
5234,0
5235,1
5236,0
5237,1
5238,0
5239,1
5240,1
5241,0
5242,0
5243,1
5244,1
5245,1
5246,0
5247,1
5248,0
5249,1
5250,0
5251,1
5252,0
5253,1
5254,0
5255,1
5256,1
5257,0
5258,1
5259,1
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,0
5268,1
5269,1
5270,0
5271,1
5272,1
5273,0
5274,1
5275,1
5276,0
5277,0
5278,1
5279,0
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5288,0
5289,1
5290,0
5291,1
5292,1
5293,0
5294,1
5295,1
5296,0
5297,1
5298,0
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,0
5306,1
5307,0
5308,1
5309,0
5310,0
5311,1
5312,0
5313,1
5314,1
5315,1
5316,1
5317,1
5318,0
5319,0
5320,1
5321,0
5322,0
5323,1
5324,1
5325,0
5326,1
5327,0
5328,1
5329,1
5330,1
5331,1
5332,1
5333,0
5334,0
5335,1
5336,0
5337,0
5338,1
5339,0
5340,1
5341,0
5342,1
5343,0
5344,0
5345,1
5346,1
5347,1
5348,1
5349,0
5350,1
5351,0
5352,0
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,0
5360,1
5361,0
5362,1
5363,0
5364,0
5365,1
5366,0
5367,0
5368,1
5369,1
5370,0
5371,0
5372,1
5373,1
5374,0
5375,1
5376,0
5377,1
5378,1
5379,0
5380,1
5381,1
5382,0
5383,0
5384,0
5385,1
5386,1
5387,1
5388,1
5389,1
5390,1
5391,1
5392,0
5393,0
5394,1
5395,1
5396,0
5397,1
5398,1
5399,0
5400,0
5401,0
5402,1
5403,1
5404,0
5405,0
5406,1
5407,1
5408,0
5409,0
5410,1
5411,0
5412,1
5413,0
5414,1
5415,1
5416,1
5417,1
5418,1
5419,1
5420,0
5421,1
5422,1
5423,0
5424,0
5425,0
5426,1
5427,1
5428,1
5429,1
5430,1
5431,0
5432,1
5433,1
5434,0
5435,0
5436,1
5437,1
5438,0
5439,1
5440,0
5441,1
5442,1
5443,1
5444,0
5445,0
5446,1
5447,0
5448,0
5449,1
5450,1
5451,1
5452,0
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,0
5460,1
5461,1
5462,1
5463,0
5464,0
5465,1
5466,1
5467,1
5468,0
5469,0
5470,1
5471,1
5472,0
5473,0
5474,1
5475,0
5476,1
5477,0
5478,1
5479,1
5480,1
5481,1
5482,0
5483,0
5484,0
5485,0
5486,1
5487,1
5488,1
5489,0
5490,1
5491,0
5492,0
5493,1
5494,1
5495,1
5496,1
5497,0
5498,1
5499,1
5500,0
5501,1
5502,1
5503,1
5504,1
5505,1
5506,0
5507,1
5508,0
5509,1
5510,0
5511,1
5512,1
5513,0
5514,0
5515,0
5516,1
5517,0
5518,0
5519,1
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,1
5527,0
5528,1
5529,0
5530,0
5531,1
5532,1
5533,1
5534,1
5535,1
5536,0
5537,0
5538,0
5539,1
5540,1
5541,0
5542,0
5543,1
5544,0
5545,1
5546,0
5547,1
5548,1
5549,0
5550,1
5551,0
5552,0
5553,1
5554,1
5555,0
5556,1
5557,1
5558,1
5559,1
5560,1
5561,1
5562,1
5563,1
5564,0
5565,1
5566,1
5567,1
5568,0
5569,1
5570,0
5571,1
5572,1
5573,0
5574,1
5575,0
5576,0
5577,1
5578,1
5579,0
5580,0
5581,1
5582,0
5583,1
5584,1
5585,0
5586,0
5587,1
5588,1
5589,1
5590,0
5591,1
5592,0
5593,1
5594,1
5595,1
5596,0
5597,0
5598,1
5599,1
5600,0
5601,1
5602,0
5603,0
5604,1
5605,1
5606,1
5607,1
5608,1
5609,1
5610,0
5611,0
5612,1
5613,1
5614,0
5615,0
5616,1
5617,1
5618,0
5619,1
5620,1
5621,0
5622,0
5623,1
5624,1
5625,0
5626,0
5627,1
5628,1
5629,0
5630,1
5631,1
5632,0
5633,1
5634,0
5635,1
5636,0
5637,1
5638,0
5639,1
5640,0
5641,1
5642,0
5643,1
5644,1
5645,1
5646,0
5647,0
5648,1
5649,0
5650,0
5651,1
5652,1
5653,1
5654,1
5655,0
5656,1
5657,0
5658,1
5659,1
5660,0
5661,1
5662,0
5663,1
5664,0
5665,1
5666,0
5667,1
5668,0
5669,1
5670,1
5671,1
5672,0
5673,1
5674,1
5675,1
5676,1
5677,1
5678,0
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5685,0
5686,0
5687,1
5688,1
5689,0
5690,0
5691,1
5692,1
5693,0
5694,0
5695,1
5696,0
5697,0
5698,1
5699,1
5700,0
5701,1
5702,0
5703,0
5704,1
5705,1
5706,1
5707,1
5708,0
5709,1
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,1
5718,1
5719,1
5720,1
5721,1
5722,0
5723,0
5724,1
5725,1
5726,1
5727,1
5728,0
5729,0
5730,0
5731,0
5732,1
5733,1
5734,1
5735,0
5736,0
5737,0
5738,1
5739,0
5740,0
5741,1
5742,1
5743,0
5744,1
5745,1
5746,0
5747,0
5748,0
5749,1
5750,1
5751,0
5752,0
5753,1
5754,1
5755,0
5756,0
5757,1
5758,1
5759,0
5760,0
5761,1
5762,1
5763,0
5764,0
5765,1
5766,0
5767,0
5768,0
5769,1
5770,1
5771,1
5772,1
5773,0
5774,0
5775,0
5776,1
5777,1
5778,1
5779,1
5780,0
5781,1
5782,1
5783,1
5784,1
5785,0
5786,0
5787,1
5788,1
5789,0
5790,1
5791,1
5792,1
5793,0
5794,1
5795,1
5796,0
5797,1
5798,1
5799,1
5800,0
5801,1
5802,0
5803,0
5804,0
5805,1
5806,0
5807,1
5808,1
5809,0
5810,0
5811,0
5812,1
5813,1
5814,1
5815,1
5816,1
5817,0
5818,1
5819,0
5820,0
5821,0
